ST	adk	fumC	gyrB	icd	mdh	purA	recA	clonal_complex
715	51	48	132	139	35	42	100	
716	10	7	4	140	8	8	2	
717	127	161	75	141	27	1	42	
718	6	19	3	26	9	8	6	
719	10	11	4	8	106	8	2	
720	35	3	58	6	5	16	4	
721	20	24	19	13	107	16	85	
722	124	24	19	13	23	50	17	
723	16	154	12	16	9	7	7	ST29 Cplx
724	4	3	17	23	97	5	19	
725	13	18	10	13	91	14	79	
726	6	58	54	54	6	2	47	
727	64	23	1	18	11	8	6	
728	64	4	96	1	24	8	6	
729	13	21	13	16	17	14	15	ST28 Cplx
730	8	7	1	1	8	18	6	
731	6	122	57	1	8	8	81	
732	6	122	15	1	8	8	81	
733	6	6	15	16	8	12	7	
734	6	6	13	16	42	46	7	
735	92	11	4	8	8	8	2	
736	6	4	3	17	9	7	6	
737	6	4	32	26	9	8	7	
738	130	45	41	22	7	50	45	
739	6	4	4	142	24	5	14	ST155 Cplx
740	4	26	8	27	45	16	4	
741	6	4	4	1	22	111	7	
742	133	163	134	145	109	113	75	
743	131	162	133	143	108	112	101	
744	10	11	135	8	8	8	2	
745	135	69	14	18	9	8	7	
746	10	7	4	8	12	8	2	
747	52	54	46	48	35	40	38	
748	10	27	5	10	12	110	49	ST165 Cplx
749	9	6	33	131	24	108	7	ST86 Cplx
750	10	27	5	10	12	109	2	
751	6	4	4	16	24	40	14	ST155 Cplx
752	10	11	4	8	8	8	49	
753	12	93	136	30	112	1	2	
754	6	95	3	18	11	25	6	
755	6	23	15	18	9	12	7	
756	80	23	57	18	55	8	6	
757	136	11	4	1	8	8	2	
758	8	7	4	8	8	8	6	
759	10	11	5	8	8	8	44	
760	23	28	4	27	5	16	4	
761	10	11	5	8	8	8	2	
762	10	123	4	8	8	8	2	
763	137	4	5	1	11	13	7	
764	138	4	44	146	11	8	7	
765	6	4	12	147	9	7	7	
766	34	36	39	87	67	114	4	ST349 Cplx
767	6	4	4	16	24	8	104	
770	52	116	55	101	113	40	38	
771	10	11	4	148	8	8	2	
772	6	11	4	149	8	8	2	
773	6	165	4	10	7	8	6	
774	92	4	97	96	70	58	2	ST648 Cplx
775	18	106	17	6	12	45	4	
776	6	4	14	16	8	8	14	
777	19	23	18	24	114	2	16	ST32 Cplx
778	4	26	10	25	5	5	19	ST38 Cplx
779	37	38	19	37	17	11	2	ST95 Cplx
780	37	38	19	37	17	11	25	ST95 Cplx
781	76	39	50	16	16	37	25	
782	21	35	27	6	5	5	99	
783	6	4	33	10	20	12	7	
784	13	167	19	13	36	28	10	
788	142	67	13	150	91	115	11	
789	10	11	138	8	8	8	2	
790	6	4	4	10	7	8	6	
791	6	4	12	1	7	12	7	
792	27	32	24	29	16	19	22	ST59 Cplx
793	6	168	5	1	8	18	2	ST206 Cplx
794	9	169	33	18	9	8	6	
795	9	23	33	18	9	8	6	ST278 Cplx
796	143	24	19	22	17	10	2	
797	6	4	12	10	24	18	105	
798	78	27	5	10	12	116	2	ST165 Cplx
799	79	84	71	78	52	117	2	
800	100	23	68	45	1	118	7	
801	77	7	7	151	53	56	7	
802	13	21	139	22	17	14	15	ST28 Cplx
803	13	24	19	22	17	10	2	
804	6	24	9	13	17	11	25	ST73 Cplx
805	6	19	52	18	9	13	6	
806	14	4	12	1	20	12	7	ST23 Cplx
807	37	14	10	14	17	7	74	ST14 Cplx
808	36	38	19	37	17	11	26	ST95 Cplx
809	36	96	121	13	17	11	10	
810	144	170	85	152	116	119	106	
811	6	6	14	21	117	7	7	
812	36	39	50	36	17	64	25	
813	6	7	4	8	12	8	2	
814	10	27	140	10	12	8	2	ST165 Cplx
826	100	23	7	153	7	3	7	
827	13	13	9	13	16	8	9	ST12 Cplx
828	21	35	27	154	5	5	4	
829	6	95	33	156	9	8	14	
830	20	45	41	43	97	32	2	
831	10	7	1	8	8	32	6	
832	43	11	4	8	8	8	2	
833	35	37	29	37	4	5	26	
834	37	37	19	25	17	11	26	
835	34	140	28	25	28	16	4	
836	13	14	19	36	89	11	10	
837	40	43	49	37	17	44	96	
838	53	14	47	13	103	28	29	ST131 Cplx
839	97	40	93	13	89	28	66	
840	123	29	32	16	11	8	44	ST156 Cplx
841	6	4	5	1	9	2	7	
842	76	24	9	13	16	11	25	ST73 Cplx
843	40	24	19	14	23	1	10	ST568 Cplx
844	20	45	41	43	5	8	2	
845	13	38	9	37	18	76	16	
846	83	172	142	158	1	1	17	
847	6	6	5	26	9	13	98	
848	43	11	4	18	11	8	6	
849	111	41	15	8	12	7	6	
850	6	8	143	18	9	23	7	
851	6	4	12	1	9	12	7	
853	10	11	4	8	20	8	2	
854	62	100	17	31	11	5	4	
857	6	6	5	26	11	13	98	
861	6	4	12	1	20	24	7	
865	6	4	4	16	8	8	14	
867	6	4	5	1	8	8	2	
868	6	11	5	8	7	8	108	
869	6	6	5	10	8	8	6	
870	6	4	4	26	24	8	14	
871	64	7	1	8	8	8	6	
872	43	41	15	18	24	7	6	ST101 Cplx
873	10	11	144	8	8	8	2	
874	10	173	5	10	7	8	2	
875	10	174	4	8	7	8	2	
876	9	19	33	18	8	122	6	
877	9	175	33	131	24	8	7	ST86 Cplx
878	43	41	15	18	9	7	6	ST101 Cplx
879	9	19	5	18	24	122	14	
880	6	11	4	8	11	8	2	
881	148	29	5	18	8	8	14	
882	6	4	4	9	9	1	6	
883	6	6	5	9	24	8	2	
886	6	7	4	8	8	109	2	
889	6	4	4	8	24	8	14	
891	10	11	4	33	8	8	2	
892	23	4	4	8	24	8	14	
898	6	8	4	159	9	23	7	
906	6	4	3	16	11	8	6	
910	100	23	68	8	7	3	7	
914	18	35	52	13	5	16	91	
915	20	45	41	37	5	32	2	
917	76	13	19	37	17	44	25	
918	37	38	19	14	17	11	26	ST95 Cplx
919	38	24	84	13	17	30	34	
920	6	29	5	37	24	8	6	
921	38	24	84	36	17	30	34	
922	21	35	27	1	5	5	4	
923	13	40	19	37	23	28	109	
924	6	95	15	157	9	121	14	
925	18	22	111	6	5	5	4	
929	13	43	49	37	17	44	96	
935	4	24	9	25	5	31	25	
937	6	29	5	26	24	8	6	
938	62	66	17	63	45	16	19	
939	80	4	33	16	7	8	6	
940	6	6	22	16	11	1	7	ST448 Cplx
941	13	21	13	97	17	14	25	ST28 Cplx
942	6	4	3	16	9	8	6	
945	88	103	19	36	23	68	26	
947	6	65	5	1	9	13	4	ST469 Cplx
949	6	4	14	16	24	8	6	
950	6	31	5	28	1	8	2	
951	34	36	67	25	28	16	4	
952	10	11	4	8	8	8	117	
953	8	7	1	8	125	8	6	
954	19	184	53	140	24	85	42	
955	4	2	2	167	4	16	4	
958	13	13	152	13	16	10	9	ST12 Cplx
959	13	13	9	13	16	10	119	ST12 Cplx
960	12	186	136	168	126	1	120	
961	13	13	9	13	16	126	9	ST12 Cplx
962	6	4	5	16	127	8	7	
963	4	26	151	25	5	5	19	ST38 Cplx
964	35	183	29	25	4	5	73	ST405 Cplx
965	6	23	32	88	9	26	29	ST205 Cplx
966	9	6	153	131	24	8	7	ST86 Cplx
967	46	4	87	29	77	127	22	
968	36	24	9	13	17	128	25	ST73 Cplx
969	13	43	13	14	128	94	92	
971	6	4	4	16	24	8	121	
972	51	48	45	139	129	42	37	
973	154	187	22	52	130	129	4	
974	6	4	12	1	131	12	7	
975	10	182	4	8	8	8	2	
976	10	189	4	8	8	8	2	
977	6	188	15	9	63	18	7	
978	76	43	19	13	17	44	25	
979	37	38	19	13	17	11	26	ST95 Cplx
980	10	6	5	16	5	8	7	
981	4	100	151	25	7	5	19	
982	46	32	24	29	7	19	22	ST59 Cplx
983	62	143	17	31	132	5	4	
984	134	164	85	169	111	69	103	
985	6	113	7	75	74	3	7	
986	10	134	4	8	8	8	2	
987	8	7	15	8	8	8	6	
988	13	14	19	36	17	11	10	
989	36	21	9	13	17	11	25	ST73 Cplx
990	6	4	112	36	20	12	7	
991	54	22	2	27	5	5	95	
992	21	24	9	13	17	11	25	ST73 Cplx
993	10	7	154	8	12	8	2	
994	137	19	4	16	9	8	7	
995	13	188	19	36	23	11	10	
996	13	190	19	36	23	11	10	
997	83	23	155	170	133	1	2	
998	13	52	156	14	17	25	17	
999	13	166	47	13	23	28	122	
1000	37	24	9	172	17	11	25	
1001	6	23	4	18	7	7	6	
1002	35	37	4	25	4	5	73	ST405 Cplx
1003	34	36	39	87	67	131	4	ST349 Cplx
1005	36	24	9	13	17	113	25	ST73 Cplx
1006	4	26	39	126	5	31	19	ST38 Cplx
1007	6	191	4	88	7	7	7	
1008	58	192	155	161	134	13	2	
1010	35	35	157	167	5	5	91	
1011	6	4	159	44	112	1	17	
1013	37	43	49	36	30	44	36	
1014	6	95	4	88	24	7	7	
1015	6	4	14	16	24	13	14	ST155 Cplx
1016	6	4	14	16	7	8	14	
1017	6	4	12	16	20	8	14	
1018	6	4	4	16	70	8	14	
1019	21	45	61	52	9	5	4	
1020	9	23	3	18	24	8	7	
1021	6	61	6	11	6	3	7	ST245 Cplx
1022	6	61	161	11	13	3	50	ST245 Cplx
1024	6	158	6	11	13	3	50	ST245 Cplx
1025	6	61	6	174	13	3	50	ST245 Cplx
1027	10	11	4	8	23	11	2	
1028	6	11	4	8	17	8	2	
1029	6	7	69	8	24	132	20	
1030	6	4	4	1	22	133	7	
1031	15	14	13	13	30	14	79	
1032	157	4	3	18	7	7	6	ST20 Cplx
1033	13	21	13	175	17	14	25	ST28 Cplx
1034	19	23	51	176	21	2	16	ST32 Cplx
1035	53	40	47	13	20	28	29	ST131 Cplx
1036	6	4	12	1	23	11	7	
1037	36	24	9	13	36	8	25	ST73 Cplx
1038	13	14	19	36	8	12	2	
1039	13	14	19	36	8	11	10	
1040	76	194	10	15	16	134	123	
1041	76	24	13	97	23	76	79	
1042	6	6	27	10	9	8	2	
1043	10	11	4	8	8	78	2	
1044	36	24	9	13	17	76	25	ST73 Cplx
1045	21	14	19	36	23	11	30	
1046	21	26	27	6	5	5	4	
1048	159	4	4	1	22	8	7	
1049	6	4	14	16	24	5	14	ST155 Cplx
1050	43	41	15	90	11	7	6	ST101 Cplx
1051	6	4	163	1	22	8	7	
1052	6	4	4	178	22	8	7	
1053	6	4	4	179	22	8	7	
1054	6	197	4	1	22	8	7	
1055	77	198	7	18	54	18	7	
1056	6	19	3	18	9	8	6	
1057	14	14	10	137	17	7	10	ST14 Cplx
1058	37	38	19	37	17	11	34	ST95 Cplx
1060	10	11	4	8	8	8	128	
1061	18	100	22	31	139	139	4	
1062	18	22	4	6	5	5	4	
1064	14	205	10	14	17	11	10	ST14 Cplx
1065	46	206	172	52	140	17	87	
1066	135	38	169	18	9	8	7	
1067	13	38	170	13	17	64	26	
1068	6	23	5	1	7	38	6	
1069	6	24	15	18	9	26	7	
1070	37	39	19	37	17	11	26	ST95 Cplx
1071	6	4	32	1	7	7	6	
1072	64	4	5	83	8	8	6	
1073	43	11	15	18	11	7	6	ST101 Cplx
1074	43	43	15	18	11	7	6	ST101 Cplx
1075	10	11	4	186	8	8	2	
1076	6	36	4	187	7	8	6	
1078	10	11	4	8	8	140	2	
1079	6	19	14	16	11	12	2	
1080	6	4	7	9	7	7	56	
1081	6	4	5	18	11	8	2	
1082	6	4	12	1	20	13	126	ST23 Cplx
1083	6	4	33	1	20	12	127	ST23 Cplx
1084	6	29	14	16	11	2	2	
1085	6	207	12	1	9	2	7	
1086	6	4	32	185	24	13	7	
1087	80	186	54	10	143	35	47	
1088	6	4	12	1	144	12	7	
1089	6	208	14	18	7	7	71	
1090	18	202	27	182	145	1	19	
1091	10	11	4	8	8	142	2	
1092	13	147	19	22	17	10	2	
1093	19	4	12	16	9	7	7	
1094	160	38	13	192	17	137	93	
1095	12	199	4	8	8	8	2	
1096	19	23	18	24	9	2	16	ST32 Cplx
1097	16	4	12	16	9	7	2	ST29 Cplx
1098	6	4	4	180	22	8	7	
1099	6	4	3	17	7	7	7	
1100	16	4	12	16	9	7	6	ST29 Cplx
1101	9	8	5	1	9	8	7	
1102	9	8	12	1	9	12	6	
1103	6	4	4	1	22	8	2	
1104	6	209	53	140	146	1	2	
1105	6	4	3	193	7	7	6	ST20 Cplx
1106	6	19	3	135	147	8	6	
1107	16	4	12	16	9	143	7	ST29 Cplx
1108	16	4	173	16	9	7	7	ST29 Cplx
1109	10	7	4	140	138	8	2	
1110	137	4	5	1	11	136	7	
1111	6	4	69	9	11	35	7	
1112	10	11	5	10	8	1	2	
1113	6	6	12	10	9	8	7	
1114	10	27	5	10	12	1	2	
1115	6	196	1	91	8	8	2	
1116	12	12	8	12	9	2	2	ST11 Cplx
1117	164	210	174	6	5	16	4	
1118	6	6	4	26	9	13	98	
1119	92	4	87	96	70	144	2	ST648 Cplx
1121	6	4	4	159	9	23	7	
1122	8	11	57	1	7	18	6	
1123	6	6	5	1	9	8	6	
1124	8	7	4	141	8	18	2	
1125	6	4	15	18	24	26	7	
1126	6	4	4	16	24	5	14	ST155 Cplx
1127	6	134	4	10	7	8	6	
1128	9	65	5	1	9	8	6	ST469 Cplx
1129	166	4	1	196	1	1	1	
1130	165	10	1	1	1	1	1	ST243 Cplx
1131	12	23	136	197	1	2	17	
1132	6	213	33	1	24	8	7	
1133	46	32	24	29	26	19	22	ST59 Cplx
1134	122	88	125	12	96	8	2	
1135	101	11	97	108	26	79	2	
1136	6	212	4	1	9	48	7	
1137	10	11	57	8	8	8	2	
1138	6	29	32	203	11	8	14	ST156 Cplx
1139	8	7	1	8	8	18	6	
1140	83	23	164	181	80	1	42	
1141	10	11	183	8	8	8	2	
1142	133	111	85	190	142	141	76	
1143	18	201	16	23	5	138	4	
1144	10	7	4	191	12	8	2	
1145	10	211	4	8	8	8	2	
1146	6	29	4	1	24	8	7	
1147	6	4	4	18	135	7	6	
1148	6	95	3	18	11	7	14	
1149	76	115	84	119	91	37	136	
1150	6	185	33	10	20	12	7	
1151	6	69	175	18	9	8	7	
1152	87	34	176	194	24	2	17	
1153	43	41	15	195	11	7	6	ST101 Cplx
1154	36	24	9	13	148	11	25	ST73 Cplx
1155	13	147	19	13	149	28	30	
1156	62	22	160	173	137	16	19	
1157	137	29	5	26	9	7	7	
1158	18	3	17	6	5	5	4	
1159	18	52	10	13	17	25	17	
1161	36	44	10	13	17	10	25	ST73 Cplx
1162	38	39	30	119	17	25	96	
1163	20	45	56	106	7	50	46	
1164	13	24	19	14	30	152	2	
1165	21	43	9	36	30	44	25	
1166	172	224	182	204	153	2	134	
1167	6	6	5	10	9	8	2	
1168	55	38	19	13	17	11	26	ST95 Cplx
1169	55	38	19	26	24	11	6	
1170	13	40	19	13	23	28	109	
1171	37	38	19	43	5	11	2	
1172	6	6	14	18	7	18	6	
1173	37	38	19	37	17	11	9	ST95 Cplx
1174	13	13	9	13	16	10	26	ST12 Cplx
1175	10	7	5	8	8	145	2	
1176	146	171	141	155	118	120	107	
1177	4	26	2	211	5	5	19	ST38 Cplx
1178	10	27	5	8	12	1	2	
1179	35	37	29	25	4	156	73	ST405 Cplx
1180	9	1	5	1	9	13	6	ST469 Cplx
1181	6	29	32	211	5	5	19	
1182	16	106	17	16	11	8	6	
1183	53	40	47	37	17	11	26	
1184	6	4	33	13	36	28	29	
1185	53	40	47	29	59	58	62	
1186	6	6	33	1	20	18	7	
1187	6	4	12	26	11	8	2	
1188	85	88	78	13	36	28	29	
1189	53	40	47	16	11	8	6	
1190	37	38	19	13	36	28	29	
1191	6	4	33	6	5	5	4	
1192	4	26	2	16	11	8	44	
1193	14	14	10	200	17	7	10	ST14 Cplx
1194	6	11	95	8	8	7	2	
1195	53	40	47	13	36	28	7	ST131 Cplx
1196	6	6	33	26	11	8	2	
1197	18	106	187	6	5	5	4	
1198	53	40	47	13	125	99	29	
1199	163	200	134	189	141	66	125	
1201	10	11	5	8	7	8	2	
1202	64	153	188	83	161	8	6	
1204	83	230	120	161	159	2	2	
1205	6	4	5	18	7	8	14	
1209	6	11	29	8	4	5	73	
1211	6	6	15	8	11	26	6	
1215	53	40	47	13	165	28	29	ST131 Cplx
1216	4	26	2	25	36	5	19	ST38 Cplx
1217	13	14	19	22	36	11	10	
1218	76	13	190	13	17	30	93	
1219	6	113	7	45	74	3	7	
1224	10	11	4	56	8	8	2	
1228	79	26	196	212	166	5	19	
1229	78	27	195	10	12	8	2	ST165 Cplx
1230	80	29	5	16	167	8	141	
1231	37	38	19	37	151	11	26	ST95 Cplx
1232	21	40	27	6	5	5	4	
1233	13	40	19	36	23	11	10	
1234	43	41	15	18	11	7	17	ST101 Cplx
1235	20	45	197	106	7	50	46	
1236	170	195	13	100	30	25	30	
1237	8	236	1	8	8	18	6	
1238	10	11	4	13	8	8	2	
1239	10	225	4	205	20	8	2	
1240	148	29	22	18	9	1	14	
1241	4	2	2	4	4	4	118	
1242	171	103	19	36	23	44	26	
1243	6	6	5	9	5	8	2	
1244	6	7	5	8	8	18	2	
1245	127	228	186	12	157	153	138	
1246	6	4	15	56	11	26	6	
1247	10	11	4	8	8	3	2	
1248	6	29	12	1	9	8	7	
1249	6	23	5	16	24	18	6	
1250	100	23	7	45	7	3	7	
1251	6	27	4	10	8	8	6	
1252	176	4	12	16	7	7	7	
1253	6	19	14	210	11	12	2	
1254	43	229	15	90	11	8	6	ST101 Cplx
1255	88	103	19	36	23	154	26	
1256	9	23	64	18	158	8	6	ST278 Cplx
1257	36	39	10	119	17	11	28	
1258	6	23	15	102	9	73	6	
1259	147	11	4	8	8	8	2	
1260	10	11	4	8	8	155	2	
1261	178	6	14	18	7	7	71	
1262	177	24	9	13	17	11	25	ST73 Cplx
1263	10	11	4	8	8	12	2	
1264	6	11	4	10	24	8	6	
1265	179	193	8	12	1	1	17	
1266	168	184	53	140	24	85	42	
1267	6	8	143	159	9	23	7	
1268	35	22	16	6	168	5	95	
1269	180	52	156	14	17	25	17	
1270	20	45	12	1	20	12	7	
1272	11	63	87	1	14	7	7	ST152 Cplx
1273	1	75	1	1	1	1	1	
1274	1	61	1	174	13	3	50	
1275	167	61	6	11	13	3	50	ST245 Cplx
1276	17	231	167	198	7	157	2	
1277	127	232	4	12	160	162	17	
1278	36	238	9	13	17	11	25	ST73 Cplx
1279	41	4	12	1	20	12	7	ST23 Cplx
1280	92	4	87	96	70	58	133	ST648 Cplx
1282	76	38	9	13	30	11	25	
1283	15	15	10	15	18	11	11	
1284	10	4	4	8	8	13	73	
1285	6	6	33	26	11	25	2	
1286	10	174	4	8	8	8	2	
1287	10	11	198	8	8	13	73	ST10 Cplx
1288	10	11	1	8	8	8	6	
1289	53	40	5	13	36	28	29	ST131 Cplx
1290	10	189	4	8	8	2	2	
1291	10	11	4	8	8	5	2	
1292	9	19	194	16	7	1	2	
1293	6	4	4	85	43	12	144	
1294	10	99	5	91	8	8	2	
1295	6	4	5	9	9	8	2	
1296	6	7	4	8	8	18	6	
1297	176	4	173	16	7	7	7	
1298	194	65	5	1	9	13	6	ST469 Cplx
1299	34	240	2	63	5	5	4	
1300	12	136	199	30	24	2	17	
1301	195	239	26	213	169	163	2	
1302	196	11	5	1	12	8	6	
1303	10	7	4	8	12	35	2	
1304	6	95	4	18	11	7	14	
1306	6	11	4	18	11	8	7	
1307	6	95	3	18	11	18	6	
1308	6	6	33	1	24	8	7	
1309	8	241	4	8	8	9	2	
1310	9	6	12	1	9	47	6	
1311	6	6	22	16	11	1	6	ST448 Cplx
1312	6	11	4	8	8	78	2	
1313	10	11	60	8	8	8	2	
1314	6	11	4	199	7	8	6	
1315	6	217	4	28	1	1	2	ST350 Cplx
1316	10	214	1	1	71	8	6	
1317	13	147	19	202	149	28	30	
1318	14	14	10	200	17	7	26	ST14 Cplx
1319	17	4	13	198	26	146	2	
1320	35	37	29	25	4	5	131	ST405 Cplx
1321	36	39	177	119	17	11	28	
1322	37	216	19	37	17	11	26	ST95 Cplx
1323	174	215	185	25	5	5	19	
1324	6	29	178	18	11	8	41	
1325	6	219	5	9	9	8	2	
1326	6	220	3	26	9	7	7	
1327	6	222	6	45	55	1	17	
1328	10	11	179	1	8	148	2	
1329	10	226	4	8	8	8	2	
1330	36	24	9	13	17	150	25	ST73 Cplx
1331	36	24	9	13	155	11	25	ST73 Cplx
1332	36	24	9	208	17	11	25	ST73 Cplx
1333	36	24	84	13	17	30	132	
1334	37	221	19	37	17	11	26	ST95 Cplx
1335	62	100	17	31	5	151	4	
1336	88	103	19	201	23	44	26	
1337	92	4	87	96	70	58	130	ST648 Cplx
1338	132	170	85	207	154	149	135	
1339	169	14	19	36	23	11	10	
1340	101	88	180	108	26	79	2	
1341	6	11	4	8	8	159	139	
1342	56	220	84	88	9	8	7	
1343	179	197	19	1	20	13	7	
1344	179	197	12	1	20	13	7	
1345	179	197	12	16	24	8	14	
1346	176	226	4	8	8	8	2	
1347	194	220	81	18	11	8	6	
1348	176	226	5	36	7	79	2	
1349	180	24	9	13	17	11	25	ST73 Cplx
1350	179	95	32	26	9	8	2	
1351	43	118	170	18	11	7	6	ST101 Cplx
1352	179	197	32	36	9	8	2	
1353	179	220	15	1	43	8	7	
1354	180	108	10	14	17	25	17	
1355	179	197	21	1	20	13	7	
1356	63	220	15	18	43	8	7	
1357	101	33	25	29	7	11	24	
1358	20	45	56	43	5	32	2	
1359	176	226	1	1	71	8	6	
1360	179	197	4	1	9	26	2	
1361	179	197	14	16	24	8	14	
1362	80	197	3	18	43	8	41	
1363	172	187	22	52	130	129	4	
1364	179	118	33	1	9	8	6	
1365	179	197	12	1	20	12	7	
1366	92	197	87	96	70	58	91	ST648 Cplx
1367	180	115	19	13	17	44	25	
1368	179	197	12	36	20	12	7	
1369	37	220	19	37	17	11	26	ST95 Cplx
1370	179	90	5	28	1	1	2	
1371	194	220	33	131	24	8	7	ST86 Cplx
1372	176	90	138	8	8	8	2	
1373	180	40	93	13	23	28	66	
1374	194	95	5	1	9	13	6	ST469 Cplx
1375	180	157	19	36	23	11	10	
1376	180	220	19	36	23	11	10	
1377	179	197	21	1	20	12	7	
1378	179	90	33	26	11	1	6	
1379	6	4	12	1	9	8	7	
1380	35	35	61	52	5	5	4	
1381	176	242	12	217	7	7	7	
1382	53	220	47	13	36	28	29	ST131 Cplx
1383	179	90	4	16	24	8	14	
1384	176	197	12	16	7	7	7	
1385	13	40	93	13	23	28	30	
1386	76	13	19	13	17	44	25	
1387	179	73	12	1	20	13	7	
1388	179	226	4	10	7	8	6	
1389	9	6	162	18	7	8	7	
1390	6	4	12	1	20	135	7	
1391	180	38	19	14	23	1	10	
1392	37	43	9	37	17	37	25	
1393	14	14	10	215	17	7	10	ST14 Cplx
1394	18	106	17	6	5	164	4	ST31 Cplx
1395	6	4	5	26	24	8	14	
1396	6	6	4	18	9	8	7	
1397	10	11	4	8	8	21	2	
1398	199	4	4	16	24	8	121	
1399	173	11	4	8	8	8	2	
1400	200	243	201	218	5	165	19	
1401	6	11	4	10	7	166	6	ST168 Cplx
1402	193	11	5	8	8	8	2	
1403	9	23	33	85	11	8	6	
1404	36	24	9	13	17	167	25	ST73 Cplx
1405	27	32	24	29	26	168	22	ST59 Cplx
1406	46	156	2	25	5	16	19	
1408	8	7	5	220	8	8	2	
1409	92	4	87	13	70	58	2	ST648 Cplx
1410	53	40	47	25	36	28	29	ST131 Cplx
1411	14	14	10	14	171	11	10	ST14 Cplx
1412	35	37	29	1	4	5	73	ST405 Cplx
1413	6	4	12	13	20	18	7	
1414	6	247	57	1	8	8	2	
1415	204	11	4	1	8	8	2	
1416	14	14	10	14	8	7	10	ST14 Cplx
1417	10	11	4	8	9	13	2	
1418	6	248	14	21	9	7	7	
1419	6	6	14	21	9	169	7	
1420	21	35	27	6	5	5	129	
1421	8	7	1	8	8	8	2	
1422	175	40	184	206	150	147	130	
1423	6	4	3	18	9	8	6	
1424	6	4	12	1	26	12	7	
1425	6	4	12	1	80	12	7	
1426	6	4	12	9	9	12	7	
1427	6	4	32	185	24	14	7	
1428	6	4	84	1	9	2	7	
1429	6	4	109	1	8	8	6	
1430	6	23	68	45	11	7	7	
1431	6	65	3	1	11	13	6	
1432	6	65	4	18	24	8	14	ST155 Cplx
1433	10	4	4	1	12	8	2	
1434	10	11	5	8	7	8	6	
1435	10	13	9	1	16	8	2	
1436	10	27	4	12	12	18	2	
1437	10	27	5	8	8	1	2	
1438	13	11	9	13	16	10	9	ST12 Cplx
1439	13	13	9	13	16	10	2	ST12 Cplx
1440	13	13	41	13	16	10	9	ST12 Cplx
1441	13	43	19	36	17	37	28	
1442	13	44	121	13	16	10	25	
1443	13	52	9	14	17	25	17	
1444	13	96	10	13	17	25	25	
1445	14	11	10	14	17	7	74	ST14 Cplx
1446	14	14	19	14	17	92	10	
1447	18	106	17	6	8	5	4	ST31 Cplx
1448	20	45	9	43	5	1	2	
1449	27	32	24	29	17	19	22	ST59 Cplx
1450	27	32	24	29	20	19	22	ST59 Cplx
1451	35	35	2	52	5	5	4	
1452	36	24	9	13	17	28	25	ST73 Cplx
1453	36	24	10	13	17	11	25	ST73 Cplx
1454	36	24	12	13	17	30	34	
1455	36	24	24	13	17	11	25	ST73 Cplx
1456	36	40	47	13	36	28	29	ST131 Cplx
1457	37	14	19	37	17	11	26	ST95 Cplx
1458	37	38	19	37	16	11	26	ST95 Cplx
1459	38	39	9	13	17	44	26	
1460	49	4	44	9	23	35	7	
1461	53	40	47	13	36	11	29	ST131 Cplx
1462	83	23	32	12	118	170	146	
1463	6	95	4	222	7	7	7	
1464	6	4	12	1	8	13	7	
1465	76	43	19	37	30	1	2	
1466	6	65	2	25	5	5	2	
1467	10	11	4	12	7	8	2	
1468	6	6	5	26	11	8	6	
1469	6	11	14	8	8	6	6	
1470	92	40	87	96	70	8	29	
1471	6	7	14	1	8	18	2	ST206 Cplx
1472	34	36	4	87	67	16	4	ST349 Cplx
1473	10	29	4	8	8	8	44	
1474	21	22	131	52	5	5	4	
1475	6	11	15	16	9	8	7	
1476	6	11	15	16	24	8	14	
1477	6	26	33	1	24	8	6	
1478	111	11	4	14	8	8	10	
1479	6	99	22	1	8	7	2	
1480	6	249	12	1	20	12	7	ST23 Cplx
1481	92	6	33	131	24	3	7	
1482	9	4	87	96	70	58	2	ST648 Cplx
1483	6	6	5	1	9	7	14	
1484	53	23	4	1	7	8	2	
1485	92	231	87	96	70	58	2	ST648 Cplx
1486	6	11	57	1	7	8	6	
1487	10	11	4	8	8	13	6	
1488	10	11	4	8	8	8	73	
1490	9	6	204	131	24	8	7	ST86 Cplx
1491	6	11	4	223	8	78	2	
1493	6	4	4	18	176	8	14	
1494	1	4	44	9	11	35	7	
1495	8	11	4	8	8	9	2	
1496	8	7	4	8	8	47	6	
1497	64	7	1	1	8	18	6	
1498	18	22	20	6	177	5	4	ST31 Cplx
1499	6	4	12	1	178	13	7	
1500	6	122	205	1	8	8	81	
1501	56	4	12	1	20	77	7	ST23 Cplx
1502	6	63	7	1	14	7	7	
1503	11	63	7	1	14	7	147	ST152 Cplx
1504	11	63	7	1	14	172	7	ST152 Cplx
1505	11	63	7	1	14	173	7	ST152 Cplx
1506	206	52	10	14	17	25	17	
1508	207	23	176	141	170	2	2	
1509	6	4	4	224	175	8	14	
1510	208	8	4	225	9	23	7	
1511	6	4	4	1	9	8	2	
1512	1	159	1	138	104	106	1	
1513	1	10	1	1	105	1	1	ST243 Cplx
1514	6	250	83	28	1	1	44	ST350 Cplx
1515	10	11	5	8	7	1	2	
1516	6	4	32	185	24	12	7	
1517	6	4	12	33	24	8	7	
1518	6	7	4	1	8	18	2	
1519	36	24	9	16	17	11	25	ST73 Cplx
1520	21	35	27	14	5	5	4	
1521	36	24	9	185	17	11	25	ST73 Cplx
1522	37	38	19	13	17	8	26	ST95 Cplx
1523	37	38	19	36	17	11	26	ST95 Cplx
1524	6	19	64	26	11	8	6	
1525	6	4	1	13	69	8	20	ST399 Cplx
1526	13	52	41	14	17	25	17	
