ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB
3355	1	1	1	1	213	185	458
3356	16	24	21	27	54	1	49
3357	18	3	26	22	93	37	1
3358	3	4	16	1	7	4	459
3359	3	3	1	82	1	1	79
3360	1	1	1	1	1	1	460
3361	17	19	130	20	358	18	119
3362	3	3	1	1	359	1	4
3363	2	4	1	3	9	1	264
3364	2	3	1	1	12	1	68
3365	3	3	1	1	1	1	14
3366	2	6	1	5	4	186	6
3367	2	6	1	5	4	67	6
3368	4	1	2	1	1	1	7
3369	2	1	2	3	8	4	39
3370	2	1	2	14	9	187	5
3371	2	123	1	17	27	1	19
3372	16	6	1	154	4	1	6
3373	2	22	2	1	4	4	4
3374	3	3	88	1	12	1	26
3375	42	22	55	16	31	41	51
3376	2	53	3	1	10	4	409
3377	3	95	2	1	9	188	461
3378	3	3	1	218	360	1	79
3379	2	1	240	1	7	1	462
3380	10	1	2	1	12	1	38
3381	2	1	2	1	16	4	4
3382	4	4	1	1	7	4	87
3383	4	1	2	1	7	1	7
3384	16	18	21	53	47	22	67
3385	2	1	1	1	9	1	25
3386	2	1	2	1	10	1	2
3387	18	22	74	70	11	69	99
3388	18	22	18	63	11	13	51
3389	16	24	21	53	44	157	67
3390	2	1	1	1	361	1	14
3391	9	4	2	1	1	45	27
3392	180	6	1	1	1	1	1
3393	2	1	99	1	1	1	129
3394	18	22	18	90	11	20	465
3395	2	3	2	1	1	4	464
3396	42	22	25	96	115	20	463
3397	2	1	2	2	10	4	12
3398	16	24	21	27	146	22	466
3399	16	18	45	33	42	22	466
3400	2	3	6	1	177	1	299
3401	182	3	2	219	6	4	4
3402	2	1	1	1	9	1	269
3403	2	1	2	1	12	1	62
3404	2	1	2	1	10	1	195
3405	3	20	101	1	20	4	4
3406	16	18	30	27	47	22	67
3407	2	1	2	3	9	5	18
3408	2	1	1	20	3	4	38
3409	2	3	1	1	9	10	14
3410	4	4	1	1	7	4	65
3411	12	1	2	37	10	4	15
3412	3	1	1	1	1	1	38
3413	2	1	11	1	10	10	132
3414	2	6	1	1	3	1	9
3415	2	4	1	1	2	1	4
3416	18	22	241	61	195	20	169
3417	2	3	6	1	9	7	35
3418	2	6	1	5	11	4	15
3419	3	1	1	26	4	4	39
3420	2	1	1	1	4	2	2
3421	113	1	2	1	10	16	77
3422	2	6	1	3	26	1	16
3423	2	1	2	220	9	1	112
3424	16	24	21	27	362	17	67
3425	2	1	242	1	4	1	4
3426	2	141	2	1	10	4	13
3427	2	1	65	1	240	4	467
3428	3	1	2	2	12	4	468
3429	3	5	95	1	12	1	12
3430	2	3	2	6	1	4	12
3431	2	9	2	1	13	1	469
3432	2	1	1	1	21	44	12
3433	2	3	3	221	1	4	455
3434	183	3	2	2	6	4	4
3435	4	1	243	1	1	4	4
3436	184	1	1	2	89	4	4
3437	2	1	1	1	7	1	13
3438	2	1	1	1	21	44	470
3439	2	3	2	1	1	4	471
3440	2	6	1	5	363	1	6
3441	2	1	2	1	1	1	56
3442	2	6	17	1	20	1	25
3443	9	4	2	1	1	1	18
3444	2	1	1	2	4	4	4
3445	4	1	1	26	4	5	9
3446	2	3	244	8	7	5	38
3447	2	3	1	1	13	1	4
3448	16	18	21	27	364	60	134
3449	18	22	245	64	11	38	51
3450	42	22	26	96	365	37	51
3451	4	1	1	26	1	4	472
3452	2	1	1	1	10	4	439
3453	4	3	1	36	9	10	16
3454	18	15	26	63	366	20	51
3455	4	1	2	1	10	1	19
3456	16	24	21	27	55	22	473
3457	2	3	1	1	7	4	474
3458	18	22	26	16	31	13	475
3459	2	6	1	5	4	104	6
3460	2	1	37	1	3	4	6
3461	2	1	83	1	4	4	4
3462	2	1	83	117	4	4	6
3463	2	3	1	1	4	7	38
3464	2	6	1	5	4	1	31
3465	2	35	1	1	4	4	6
3466	3	1	1	1	1	7	6
3467	3	1	2	2	1	1	6
3468	3	3	1	1	4	1	4
3469	3	6	1	1	1	9	31
3470	3	6	1	1	4	1	4
3471	4	1	1	1	13	1	7
3472	9	1	1	5	1	4	6
3473	9	1	2	1	1	1	6
3474	9	1	2	4	1	1	4
3475	2	1	246	1	10	4	46
3476	2	1	41	14	3	4	19
3477	16	18	21	27	146	17	67
3478	14	1	2	3	89	4	182
3479	2	1	2	3	9	1	14
3480	4	5	1	2	12	4	2
3481	2	3	2	1	1	27	12
3482	69	1	90	20	125	18	185
3483	2	1	1	1	1	4	363
3484	2	1	11	1	9	7	61
3485	3	4	6	1	7	58	420
3486	3	4	6	1	7	48	38
3487	2	6	1	5	4	1	127
3488	2	6	33	5	4	1	6
3489	47	6	1	5	4	1	6
3490	3	3	111	1	309	1	4
3491	3	4	6	1	7	87	38
3492	3	3	1	1	9	4	12
3493	2	1	2	1	1	1	12
3494	17	55	39	222	367	21	162
3495	43	3	3	1	186	100	450
3496	43	1	1	1	4	4	246
3497	65	59	86	182	136	81	209
3498	54	3	1	1	1	190	79
3499	1	1	1	1	1	9	1
3500	2	1	1	1	4	85	4
3501	2	6	1	5	1	1	15
3502	2	53	3	1	9	4	112
3503	18	22	26	96	368	20	51
3504	2	1	1	1	7	4	42
3505	2	1	2	1	10	1	476
3506	18	22	56	61	234	20	169
3507	28	24	21	53	47	22	281
3508	41	136	1	1	9	4	12
3509	9	4	2	134	1	1	27
3510	42	22	26	64	31	52	51
3511	2	1	65	1	247	4	18
3512	18	22	26	63	167	13	99
3513	185	6	1	1	1	1	42
3514	186	6	1	1	1	1	1
3515	2	1	247	1	4	4	4
3516	17	19	249	39	370	18	377
3517	188	18	21	27	146	22	74
3518	187	6	1	3	8	1	27
3519	2	6	248	3	8	1	15
3520	17	19	39	20	371	18	162
3521	2	83	1	1	369	4	224
3522	64	18	21	27	81	22	80
3523	28	24	21	27	52	22	67
3524	16	45	21	27	76	22	85
3525	16	18	43	53	53	17	67
3526	16	18	21	38	47	22	67
3527	16	24	21	27	50	22	67
3528	60	18	21	138	53	22	225
3529	16	24	36	27	47	17	67
3530	16	24	60	38	68	22	67
3531	16	18	21	53	47	33	67
3532	16	18	21	40	47	22	75
3533	16	62	21	32	42	22	67
3534	45	18	21	38	29	17	67
3535	16	24	21	32	42	22	67
3536	42	22	26	64	169	20	154
3537	17	55	73	20	103	18	52
3538	48	22	56	16	11	38	99
3539	20	23	250	223	193	105	286
3540	18	22	56	61	234	105	357
3541	4	1	2	1	3	4	477
3542	2	3	11	1	7	1	13
3543	2	3	1	1	372	56	478
3544	2	3	6	75	9	7	13
3545	2	1	1	2	373	4	132
3546	2	3	11	1	9	4	23
3547	1	3	2	2	6	4	4
3548	4	4	6	1	7	4	38
3549	2	1	1	1	9	191	12
3550	2	1	1	224	9	4	12
3551	3	4	6	1	7	4	479
3552	2	4	2	1	7	4	12
3553	2	1	17	206	343	4	19
3554	18	15	18	22	115	13	51
3555	16	64	21	27	344	22	67
3556	60	18	21	207	53	17	67
3557	17	19	39	222	165	21	52
3558	16	24	21	27	153	22	67
3559	2	1	2	1	9	192	116
3560	12	104	181	64	269	121	312
3561	3	4	6	1	282	4	38
3562	17	19	39	20	374	193	162
3563	16	18	21	76	47	40	103
3564	15	116	1	18	1	4	10
3565	16	24	21	40	76	22	67
3566	2	1	20	3	8	1	15
3567	2	6	251	1	3	28	4
3568	2	142	2	1	13	1	16
3569	2	1	2	20	7	1	480
3570	16	18	21	27	47	22	200
3571	3	1	2	2	12	4	481
3572	189	6	17	146	20	10	25
3573	16	18	21	27	68	17	103
3574	2	1	2	35	10	24	4
3575	190	5	1	4	6	4	4
3576	2	60	11	1	4	8	482
3577	1	1	1	225	1	1	1
3578	4	1	65	1	9	4	43
3579	4	1	2	52	1	1	483
3580	4	1	1	3	10	1	12
3581	10	7	2	2	3	194	4
3582	10	3	1	1	375	4	4
3583	2	3	2	4	376	4	13
3584	2	1	1	1	9	27	484
3585	2	2	246	1	16	4	4
3586	2	1	2	1	7	195	7
3587	3	3	1	1	377	1	79
3588	2	3	4	3	1	4	19
3589	2	1	65	2	5	1	485
3590	18	22	26	226	115	13	158
3591	3	1	1	2	1	4	135
3592	2	3	6	1	378	7	486
3593	2	1	1	80	1	1	487
3594	18	143	55	89	11	41	319
3595	18	22	18	90	115	91	51
3596	132	1	1	4	230	1	12
3597	2	3	1	2	285	4	488
3598	2	1	1	6	9	1	62
3599	18	22	18	16	25	13	106
3600	2	1	1	4	230	1	12
3601	4	9	2	36	12	2	43
3602	18	1	252	1	7	1	439
3603	2	9	253	1	13	1	35
3604	18	23	26	61	11	39	99
3605	2	1	1	1	9	4	489
3606	2	1	1	1	9	4	490
3607	4	3	1	1	379	1	491
3608	191	1	2	1	4	4	4
3609	2	1	2	37	8	196	15
3610	192	6	1	1	1	1	1
3611	1	1	1	1	380	1	1
3612	10	1	11	1	10	1	112
3613	4	1	254	1	177	1	35
3614	2	1	2	1	1	15	14
3615	2	60	11	1	381	8	24
3616	2	1	1	1	4	197	4
3617	16	24	21	49	41	22	225
3618	78	1	1	1	2	1	43
3619	2	144	2	1	13	1	16
3620	2	145	1	3	26	1	77
3621	2	146	1	1	9	1	19
3622	1	147	1	1	1	1	1
3623	2	6	1	227	10	4	5
3624	3	1	2	1	9	4	8
3625	3	1	2	228	10	5	19
3626	193	1	1	3	4	28	39
3627	3	3	1	1	1	67	4
3628	10	1	5	1	186	8	12
3629	2	6	145	1	1	1	6
3630	2	1	11	1	10	10	34
3631	3	3	1	229	1	1	79
3632	3	3	1	230	1	1	79
3633	2	7	255	2	61	4	132
3634	2	1	62	3	10	4	493
3635	4	1	256	2	9	1	12
3636	2	1	2	3	10	1	15
3637	2	111	1	26	7	4	494
3638	2	1	1	1	9	198	18
3639	2	1	1	94	10	4	70
3640	2	3	1	1	4	4	23
3641	21	1	33	1	12	4	8
3642	2	3	1	1	10	1	23
3643	2	1	1	26	12	199	54
3644	2	7	1	1	13	1	495
3645	4	1	2	6	2	2	9
3646	2	3	6	1	9	7	496
3647	4	1	1	1	7	1	23
3648	2	9	2	1	13	1	497
3649	3	107	1	1	7	1	12
3650	10	1	2	1	9	27	13
3651	2	3	257	1	4	4	4
3652	2	35	4	3	26	4	39
3653	2	20	5	1	7	27	91
3654	4	2	2	1	10	1	12
3655	4	148	1	36	9	10	14
3656	2	1	1	231	27	5	4
3657	23	31	2	1	9	200	23
3658	14	1	2	1	7	4	12
3659	10	40	2	1	7	4	224
3660	3	1	258	34	63	1	64
3661	2	6	5	1	1	4	223
3662	2	1	1	220	230	1	182
3663	2	1	11	1	9	8	257
3664	2	7	2	1	61	1	4
3665	4	1	8	1	4	2	12
3666	3	3	1	1	1	201	4
3667	2	1	2	1	10	1	25
3668	2	9	2	65	7	1	16
3669	2	1	1	80	10	1	155
3670	2	6	1	5	4	1	498
3671	2	149	2	1	4	4	87
3672	2	111	1	26	3	4	499
3673	4	48	1	1	7	4	10
3674	3	4	1	97	27	50	4
3675	2	1	1	17	9	4	42
3676	2	1	2	1	12	4	500
3677	10	1	1	1	9	1	4
3678	2	1	1	1	9	1	373
3679	47	150	1	1	4	1	12
3680	2	33	1	1	16	1	9
3681	1	6	1	1	1	202	1
3682	2	1	1	37	1	23	31
3683	3	151	13	34	63	1	64
3684	194	3	1	1	1	1	4
3685	5	3	1	232	9	4	283
3686	195	1	2	1	7	1	7
3687	196	3	2	233	9	4	4
3688	10	1	10	1	4	8	43
3689	2	3	1	1	2	1	14
3690	2	152	1	1	1	4	19
3691	3	1	2	1	12	1	2
3692	2	3	2	1	10	1	501
3693	2	153	2	1	13	1	16
3694	197	1	1	26	3	5	54
3695	2	1	1	234	9	1	502
3696	50	19	92	39	184	21	125
3697	4	1	1	1	382	1	22
3698	2	1	5	1	17	4	503
3699	29	24	46	27	47	22	341
3700	2	1	1	5	7	1	271
3701	98	19	28	20	113	21	162
3702	2	1	1	1	1	15	4
3703	2	1	1	1	21	1	4
3704	2	1	2	180	10	1	19
3705	2	1	1	1	17	1	23
3706	16	24	21	27	146	22	45
3707	200	18	21	49	47	22	67
3708	2	1	5	2	7	4	333
3709	2	1	1	97	12	7	9
3710	94	22	25	22	32	13	51
3711	18	15	18	16	11	94	50
3712	2	6	4	2	56	5	66
3713	4	1	13	2	10	44	23
3714	16	24	21	27	353	22	506
3715	2	53	3	1	1	4	18
3716	16	24	21	31	54	40	103
3717	2	6	2	5	11	1	40
3718	2	1	262	1	4	4	4
3719	2	9	2	1	383	1	16
3720	2	1	2	1	4	4	507
3721	2	154	2	1	4	4	4
3722	201	3	1	1	1	203	4
3723	2	155	2	1	7	204	81
3724	3	3	1	1	384	1	4
3725	202	1	2	235	1	205	7
3726	203	155	20	236	385	206	508
3727	2	1	20	1	12	207	16
3728	204	1	2	1	4	4	509
3729	2	5	2	237	7	1	510
3730	3	3	1	238	1	205	511
3731	3	4	6	1	386	4	512
3732	3	3	1	239	1	208	513
3733	205	3	1	240	4	209	509
3734	206	3	1	1	2	1	514
3735	207	1	1	241	387	210	515
3736	2	9	2	1	13	211	516
3737	2	9	2	1	13	211	24
3738	208	156	263	242	388	212	517
3739	3	4	6	1	7	4	518
3740	3	4	6	243	7	4	38
3741	3	157	6	1	7	4	38
3742	3	4	6	1	7	4	519
3743	2	158	1	1	2	1	43
3744	3	159	1	1	1	1	4
3745	54	3	264	1	1	1	79
3746	17	55	28	244	206	21	520
3747	2	1	1	245	61	4	132
3748	209	160	265	246	389	213	521
3749	10	5	266	4	6	13	4
3750	4	3	1	1	9	1	9
3751	3	3	1	1	1	214	4
3752	2	1	2	2	21	1	271
3753	2	9	159	1	13	1	16
3754	2	1	1	210	9	215	12
3755	210	1	2	52	1	1	7
3756	2	1	11	4	7	216	13
3757	4	5	1	1	1	94	10
3758	4	1	1	1	21	1	522
3759	2	161	2	1	10	1	19
3760	2	6	1	1	4	1	523
3761	2	1	1	13	16	15	524
3762	2	162	2	1	390	1	2
3763	211	4	267	247	391	1	525
3764	2	6	1	1	4	217	33
3765	2	1	1	1	9	156	12
3766	10	163	1	9	12	4	9
3767	2	10	4	97	4	1	18
3768	10	6	1	9	12	218	9
3769	5	5	268	1	9	6	11
3770	212	1	9	1	392	5	526
3771	10	164	1	9	12	4	527
3772	2	1	9	248	15	5	28
3773	5	165	269	1	9	6	11
3774	9	4	270	249	1	1	528
3775	2	5	1	234	1	4	8
3776	213	1	65	2	5	1	36
3777	214	5	1	12	22	1	10
3778	2	3	271	1	9	7	4
3779	215	18	109	32	146	22	67
3780	16	18	272	40	175	219	74
3781	10	6	1	250	12	220	9
3782	216	6	1	1	4	1	33
3783	217	5	1	1	9	6	11
3784	218	6	1	9	12	221	29
3785	17	19	39	39	199	21	529
3786	18	22	26	22	94	20	530
3787	2	1	2	17	16	4	4
3788	1	6	1	1	1	1	531
3789	2	6	1	3	26	1	532
3790	2	6	1	5	11	1	533
3791	3	3	1	1	1	1	534
3792	3	3	1	1	393	1	79
3793	219	1	2	4	9	1	14
3794	10	3	1	1	342	10	9
3795	3	3	1	1	1	222	79
3796	2	9	2	251	13	1	16
3797	2	1	2	1	394	4	68
3798	2	1	2	1	10	4	535
3799	4	77	13	3	395	27	25
3800	2	3	2	1	1	4	536
3801	2	6	1	1	4	4	537
3802	10	6	273	252	12	4	538
3803	10	166	1	253	12	4	9
3804	2	1	1	1	10	4	539
3805	2	9	2	65	13	1	540
3806	2	1	70	69	1	223	66
3807	2	10	2	2	1	1	40
3808	5	5	261	1	9	6	11
3809	220	1	5	1	129	11	24
3810	3	167	1	1	1	1	4
3811	2	3	2	1	16	1	4
3812	2	1	1	20	56	4	36
3813	221	3	259	254	396	224	160
3814	222	160	274	255	397	225	541
3815	16	24	227	49	83	22	124
3816	223	1	1	256	9	4	12
3817	101	1	244	2	7	1	7
3818	2	168	275	1	398	5	28
3819	2	1	276	1	15	226	28
3820	3	1	277	1	9	1	56
3821	2	1	20	2	47	1	89
3822	4	83	278	1	1	227	4
3823	7	1	2	1	1	4	16
3824	3	5	95	6	16	1	12
3825	2	5	1	4	7	80	12
3826	2	1	2	1	7	1	542
3827	2	1	2	1	10	4	121
3828	10	1	11	257	26	8	43
3829	2	10	1	20	56	4	31
3830	42	15	18	63	167	13	49
3831	2	1	279	1	9	228	12
3832	2	170	2	1	7	1	81
3833	4	18	5	1	26	8	13
3834	4	1	2	80	4	4	487
3835	224	1	2	1	10	1	19
3836	224	6	1	3	26	1	77
3837	50	171	112	39	170	63	126
3838	66	1	65	1	7	1	18
3839	4	1	1	36	9	10	14
3840	2	1	1	1	399	4	4
3841	2	1	1	259	4	229	4
3842	2	3	1	1	9	230	4
3843	3	3	280	1	1	1	79
3844	3	3	1	1	1	231	79
3845	2	1	62	3	10	232	110
3846	2	1	5	1	1	1	42
3847	3	1	1	1	400	4	135
3848	3	1	1	1	1	1	543
3849	2	3	1	1	12	1	22
3850	2	1	1	1	4	4	89
3851	177	119	197	104	357	183	544
3852	3	3	1	1	1	1	545
3853	199	3	1	1	1	1	546
3854	2	61	2	2	6	4	546
3855	2	1	1	1	4	4	547
3856	43	3	5	1	1	4	61
3857	18	23	56	260	25	92	548
3858	38	19	53	58	73	21	185
3859	104	19	149	39	117	97	276
3860	69	19	90	20	125	18	13
3861	18	19	39	58	401	21	549
3862	88	22	63	22	107	38	550
3863	18	172	26	63	85	20	51
3864	18	71	281	59	31	92	50
3865	50	19	282	39	97	63	148
3866	17	19	39	20	150	21	277
3867	225	80	66	39	138	21	277
3868	18	71	281	22	31	233	551
3869	18	22	25	16	402	13	227
3870	18	22	245	16	11	13	51
3871	18	22	26	61	11	128	169
3872	38	173	39	20	108	127	148
3873	94	22	18	22	32	13	552
3874	18	109	283	61	403	105	99
3875	18	22	26	108	11	13	192
3876	17	19	39	39	268	18	156
3877	38	19	284	58	73	21	148
3878	17	55	90	20	289	18	364
3879	18	22	56	22	404	13	320
3880	18	22	26	22	154	13	165
3881	18	22	74	61	11	69	99
3882	18	22	56	16	11	38	553
3883	42	23	56	110	11	20	237
3884	18	22	26	141	74	20	237
3885	17	19	285	20	117	21	52
3886	18	22	26	63	405	13	99
3887	38	19	39	20	73	123	130
3888	226	22	56	261	11	61	554
3889	18	135	26	22	94	38	555
3890	17	19	39	20	150	18	277
3891	18	22	26	64	143	38	556
3892	18	22	18	22	231	13	51
3893	18	23	56	61	11	92	99
3894	227	19	286	262	133	18	557
3895	17	19	39	263	406	18	197
3896	228	19	154	39	407	21	52
3897	65	59	86	264	136	81	558
3898	65	59	189	182	136	82	170
3899	65	174	86	79	136	81	209
3900	114	84	287	27	408	83	301
3901	229	3	1	2	285	234	488
3902	152	119	288	175	409	83	559
3903	230	175	21	38	47	22	67
3904	16	24	21	195	76	22	45
3905	114	84	163	211	286	83	560
3906	16	24	43	31	54	22	75
3907	177	119	289	175	409	83	561
3908	114	127	200	211	58	189	301
3909	50	19	66	265	272	51	126
3910	17	19	28	39	306	18	156
3911	16	24	21	27	57	22	124
3912	2	3	2	1	56	4	12
3913	16	24	21	44	75	235	103
3914	29	24	46	266	47	236	124
3915	16	18	21	27	53	33	67
3916	16	45	42	27	47	66	67
3917	16	24	21	27	55	22	45
3918	28	18	21	27	68	17	67
3919	29	24	46	27	47	22	124
3920	16	18	21	105	47	22	67
3921	16	24	21	27	153	22	45
3922	16	18	43	267	38	22	75
3923	60	90	21	27	53	17	67
3924	16	24	21	40	47	57	67
3925	16	18	21	27	68	59	67
3926	16	49	21	27	47	22	562
3927	16	24	21	138	153	40	67
3928	16	24	21	38	68	22	45
3929	16	18	43	27	410	22	67
3930	16	45	109	32	42	17	67
3931	16	18	21	38	39	17	67
3932	16	66	21	33	39	22	67
3933	16	24	21	76	52	29	563
3934	16	24	134	27	411	22	417
3935	16	97	21	269	90	22	178
3936	16	24	290	53	146	84	74
3937	16	18	30	49	47	22	67
3938	16	45	43	27	47	17	67
3939	16	18	45	40	47	66	74
3940	16	18	36	40	412	22	67
3941	16	24	21	31	413	22	67
3942	29	24	291	27	44	22	85
3943	16	66	21	27	414	17	63
3944	181	127	292	135	286	83	365
3945	16	24	21	27	47	22	172
3946	16	18	21	27	57	22	564
3947	16	24	21	27	52	57	67
3948	16	24	30	270	90	22	45
3949	16	24	21	27	54	237	45
3950	16	24	293	27	55	22	67
3951	16	24	21	27	120	40	124
3952	16	24	294	27	68	40	67
3953	16	18	21	27	54	17	146
3954	16	24	21	41	47	22	67
3955	16	18	21	27	55	22	341
3956	29	24	137	76	38	22	281
3957	16	24	295	268	229	22	67
3958	16	24	21	271	415	22	67
3959	64	24	21	27	47	22	374
3960	28	24	21	33	120	22	225
3961	16	24	43	31	54	22	565
3962	16	24	21	33	39	22	566
3963	16	24	21	33	47	22	85
3964	16	24	21	27	29	17	183
3965	16	18	21	27	81	22	105
3966	16	24	21	53	104	17	567
3967	16	24	21	31	153	29	568
3968	16	18	21	27	104	17	103
3969	16	176	21	27	47	22	188
3970	16	24	21	38	39	17	67
3971	16	18	42	27	55	40	417
3972	16	49	296	38	47	22	569
3973	58	18	21	27	53	29	67
3974	16	24	213	53	50	147	67
3975	16	24	21	76	57	22	67
3976	72	18	36	27	76	29	570
3977	16	18	21	53	47	17	215
3978	16	32	21	133	416	22	281
3979	16	18	30	31	47	22	67
3980	16	24	21	272	146	17	571
3981	16	24	21	27	47	59	437
3982	16	24	21	38	41	17	67
3983	16	18	45	44	87	22	572
3984	3	3	1	1	1	4	4
3985	2	1	62	26	1	1	91
3986	2	1	2	5	4	4	4
3987	2	6	1	5	11	1	14
3988	2	1	2	4	9	135	14
3989	18	22	74	273	167	238	99
3990	2	3	1	1	10	1	13
3991	2	6	2	1	4	4	311
3992	18	1	68	70	94	20	12
3993	38	177	298	39	417	21	126
3994	9	4	299	1	1	1	27
3995	2	6	1	5	4	1	573
3996	3	3	1	1	1	1	574
3997	18	22	64	22	11	13	227
3998	2	77	1	274	9	1	39
3999	7	1	1	1	10	4	13
4000	2	1	300	2	61	4	132
4001	2	5	2	2	7	1	4
4002	2	5	2	2	2	1	10
4003	2	5	2	2	1	1	18
4004	2	1	1	1	1	1	18
4005	2	1	2	2	275	1	18
4006	2	1	1	2	7	1	4
4007	2	1	1	1	12	6	68
4008	4	1	11	1	10	10	112
4009	232	63	92	39	100	239	575
4010	16	49	296	31	47	40	178
4011	17	80	92	275	122	240	125
4012	3	4	6	1	7	241	38
4013	2	1	2	1	7	4	7
4014	2	1	6	1	7	7	7
4015	233	1	1	2	12	1	40
4016	2	3	2	2	418	4	4
4017	234	1	1	2	61	4	132
4018	16	24	21	31	29	242	85
4019	1	1	1	1	419	1	1
4021	2	1	2	1	7	243	10
4022	2	53	3	1	27	7	18
4023	2	1	244	1	56	4	4
4024	2	1	1	146	9	31	12
4025	16	24	21	49	47	33	67
4026	65	110	189	1	260	4	576
4027	65	110	189	1	260	4	577
4028	14	1	1	37	12	27	212
4029	2	1	1	14	3	1	31
4030	2	3	2	1	61	4	56
4031	16	24	21	27	44	22	67
4032	3	3	2	1	46	1	4
4033	16	32	21	27	55	40	67
4034	152	178	301	212	420	83	578
4035	16	64	21	53	50	33	207
4036	16	24	43	27	47	17	579
4037	2	3	11	8	13	5	10
4038	28	18	21	91	55	22	124
4039	4	1	2	1	9	4	12
4040	3	3	1	1	2	1	43
4041	3	1	5	1	9	4	8
4042	2	1	2	1	4	1	12
4043	16	32	21	105	47	22	251
4044	18	22	55	96	421	13	49
4045	16	24	21	53	41	22	67
4046	18	22	302	89	11	41	580
4047	1	1	1	13	16	15	1
4048	80	1	1	1	1	1	159
4049	178	4	6	1	7	4	38
4050	47	3	1	36	9	10	14
4051	15	3	1	1	1	1	31
4052	18	22	26	1	98	37	194
4053	47	1	1	1	7	4	65
4054	15	3	1	1	1	1	329
4055	2	9	2	1	13	1	581
4056	2	1	1	2	16	4	373
4057	91	39	173	150	6	95	160
4058	2	46	1	1	1	4	19
4059	16	18	21	27	47	33	67
4060	2	4	2	1	26	1	2
4061	4	1	1	26	66	4	472
4062	2	6	1	5	424	1	6
4063	2	1	2	279	10	4	9
4064	2	1	1	6	425	4	12
4065	4	1	5	1	9	4	590
4066	1	6	310	1	1	1	1
4067	10	1	1	1	12	1	599
4068	10	1	1	4	3	1	19
4069	10	7	1	26	447	4	4
4070	10	7	314	2	3	25	4
4071	112	22	26	282	115	13	289
4072	12	1	1	2	426	1	36
4073	12	6	1	3	8	5	18
4074	14	2	1	1	1	94	211
4075	14	3	2	287	9	1	9
4076	16	18	21	105	446	22	67
4077	16	18	21	27	153	40	178
4078	16	18	21	27	42	22	67
4079	16	18	21	27	427	29	67
4080	3	3	1	1	1	1	86
4081	4	1	297	2	3	27	9
4082	18	23	55	89	11	41	179
4083	2	5	2	1	4	1	4
4084	10	1	1	1	1	4	38
4085	2	1	1	1	3	1	4
4086	12	1	1	2	5	1	13
4087	2	2	2	1	1	4	2
4088	18	22	245	61	11	38	51
4089	16	24	43	49	50	30	75
4090	2	1	4	2	10	4	19
4091	2	1	303	1	4	31	19
4092	2	85	304	1	213	244	19
4093	17	19	175	276	105	21	377
4094	2	3	2	2	422	4	4
4095	4	1	1	1	9	1	4
4096	18	22	26	139	25	13	320
4097	10	1	1	1	12	1	16
4098	12	1	1	152	5	1	582
4099	2	1	1	1	2	1	25
4100	16	24	21	27	47	33	583
4101	16	24	21	27	41	245	67
4102	2	3	305	1	4	4	4
4103	14	1	2	1	1	16	4
4104	2	3	306	14	10	4	19
4105	2	1	2	277	10	24	19
4106	4	1	2	36	9	1	14
4107	2	1	2	1	2	1	14
4108	2	1	2	1	12	70	174
4109	4	1	2	1	12	4	18
4110	2	5	2	1	1	4	2
4111	4	3	307	1	21	4	26
4112	2	1	308	1	1	1	584
4113	2	179	1	3	60	25	19
4114	16	18	103	31	36	73	45
4115	45	24	194	66	47	22	75
4116	16	18	42	27	55	22	585
4117	18	15	309	22	94	13	51
4118	16	18	21	278	78	17	586
4119	16	18	21	137	83	17	74
4120	16	24	21	38	47	22	587
4121	2	40	1	1	20	1	12
4122	2	1	1	1	423	1	20
4123	2	1	2	2	12	1	36
4124	3	1	13	34	63	1	588
4125	17	80	66	39	122	21	589
4126	32	1	2	37	45	4	9
4127	219	1	1	1	4	63	4
4128	16	24	21	53	47	63	67
4129	14	1	2	1	135	218	12
4130	13	3	1	1	1	63	4
4131	6	1	1	1	7	63	23
4132	4	1	1	1	12	63	4
4133	3	3	1	1	1	70	4
4134	3	3	1	1	1	63	4
4135	3	3	1	1	1	230	4
4136	3	3	1	1	1	21	4
4137	2	1	11	1	1	63	13
4138	2	3	70	1	1	70	70
4139	2	3	70	1	1	63	70
4140	2	3	1	1	4	63	4
4141	2	1	1	13	16	63	4
4142	2	3	1	1	4	218	4
4143	2	3	1	166	4	63	4
4144	2	1	1	1	4	63	4
4145	2	1	1	1	4	240	4
4146	16	18	21	27	434	22	251
4147	16	18	21	27	53	22	612
4148	16	18	21	27	84	22	618
4149	16	18	21	289	39	22	67
4150	16	18	21	32	146	22	466
4151	16	18	21	32	47	22	67
4152	16	18	21	38	439	22	105
4153	16	18	21	40	68	22	341
4154	16	18	21	49	39	22	67
4155	16	18	21	53	55	22	67
4156	16	18	21	78	433	22	67
4157	16	18	30	38	47	22	178
4158	16	18	323	38	29	255	617
4159	16	18	325	27	153	40	85
4160	16	18	45	27	54	22	105
4161	16	18	84	27	47	84	606
4162	16	182	21	27	52	22	80
4163	16	183	21	105	47	22	251
4164	16	185	21	154	353	22	74
4165	16	186	21	53	47	22	67
4166	16	24	109	32	42	22	67
4167	16	24	21	106	68	59	67
4168	16	24	21	192	78	22	103
4169	16	24	21	194	42	29	71
4170	16	24	21	27	153	40	67
4171	16	24	21	27	441	22	74
4172	16	24	21	27	445	22	85
4173	16	24	21	27	47	251	80
4174	16	24	21	27	47	79	67
4175	16	24	21	27	54	22	85
4176	16	24	21	286	39	22	85
